,FTR,date,Time,game_id,HTR,team,club_id,manager,formation,xi_market_value,xi_average_age,xi_average_height,xi_total_caps,is_home,shots_last_5,shots_target_last_5,corners_last_5,fouls_last_5,yellow_cards_last_5,red_cards_last_5,xp_last_5,xg_last_5,np_xg_last_5,ppda_last_5,deep_completions_last_5,xi_market_value_last_5,xi_average_age_last_5,xi_average_height_last_5,xi_total_caps_last_5,shots_ewm_5,shots_target_ewm_5,corners_ewm_5,fouls_ewm_5,yellow_cards_ewm_5,red_cards_ewm_5,xp_ewm_5,xg_ewm_5,np_xg_ewm_5,ppda_ewm_5,deep_completions_ewm_5,xi_market_value_ewm_5,xi_average_age_ewm_5,xi_average_height_ewm_5,xi_total_caps_ewm_5,position_last
1980,A,2025-10-17,20:00,4645603.0,D,Espanyol,714.0,Manolo González,4-4-2,5200000.0,28.20658328666542,181.8181818181818,32.0,0,14.4,4.8,5.6,13.0,1.2,0.2,1.6491999999999998,1.9951278,1.6978158,14.184547229590333,5.2,31120000.0,27.16435816066206,181.3272727272727,39.6,15.066685768596068,5.061694024842555,6.239107860031212,13.458730009133461,1.4499407002076616,0.07162413160734012,1.6740875800596335,1.8557844653214932,1.527224624961122,13.37024397482579,5.403255750455334,31807304.57486716,27.113067380683436,181.22973453686473,37.995163790221035,9.0
1992,H,2025-10-25,15:15,4645563.0,D,Espanyol,714.0,Manolo González,4-2-3-1,5200000.0,27.597784829817684,182.36363636363637,63.0,1,16.4,6.2,6.0,12.8,1.0,0.0,1.8520599999999998,2.3528298,2.2041738,13.404327449370552,6.4,25920000.0,27.325244228734988,181.36363636363637,39.2,16.37779051239738,6.707796016561704,5.826071906687474,11.639153339422307,1.2999604668051077,0.04774942107156008,2.0811583867064223,2.724709643547662,2.5056697499740817,14.484924554645765,6.602170500303555,22938203.04991144,27.47757268267743,181.42588363063706,35.99677586014736,6.0
2006,H,2025-11-02,15:15,4645594.0,H,Espanyol,714.0,Manolo González,4-4-2,5200000.0,28.282745317652914,181.72727272727272,24.0,0,18.0,7.4,6.2,11.6,1.8,0.0,2.1046199999999997,2.4996251999999997,2.3509691999999998,13.03012566137566,7.6,20160000.0,27.43172173480182,181.54545454545456,45.0,16.251860341598253,6.80519734437447,5.2173812711249825,12.426102226281538,2.1999736445367386,0.031832947381040054,1.9923722578042815,2.3842797623651077,2.238253166649388,14.113406493220632,7.068113666869036,17025468.69994096,27.517643398390845,181.73846787497018,44.99785057343157,5.0
2014,A,2025-11-08,20:00,4645548.0,A,Espanyol,714.0,Manolo González,4-2-3-1,25200000.0,27.812830564370607,182.0909090909091,33.0,1,17.4,5.8,5.8,12.2,2.0,0.0,1.6738199999999999,2.0455651999999995,1.8969092,12.807903439153439,6.6,15400000.0,27.51709290025512,181.6,37.6,16.8345735610655,5.203464896249646,5.478254180749988,12.284068150854358,2.1333157630244926,0.021221964920693368,1.5195815052028543,1.9371298415767384,1.8397787777662586,12.705233958443385,7.71207577791269,13083645.799960641,27.7726773714782,181.73473615907105,37.99856704895438,6.0
2029,H,2025-11-24,20:00,4645497.0,D,Espanyol,714.0,Manolo González,4-4-2,25200000.0,28.810154937464997,182.1818181818182,23.0,1,16.2,5.4,5.8,11.8,1.8,0.0,1.5191999999999999,1.9509733999999999,1.8023174000000002,13.592999592999593,7.4,14200000.0,27.812979901686266,181.76363636363635,37.2,15.889715707377,4.468976597499764,4.985502787166658,11.18937876723624,1.422210508682995,0.014147976613795578,1.1592210034685695,1.4501388943844924,1.3852381851775057,13.05989956203918,6.808050518608461,17122430.533307094,27.786061769109,181.8534604696837,36.33237803263625,6.0
2036,A,2025-11-30,17:30,4645769.0,D,Espanyol,714.0,Manolo González,4-4-2,21200000.0,27.391948229730573,182.0,33.0,0,15.0,5.4,4.6,12.2,2.2,0.0,1.3290599999999997,1.7702433999999996,1.7702434,12.517305148555149,6.8,13200000.0,28.14201978719432,182.03636363636366,35.0,13.259810471584666,4.645984398333176,4.657001858111106,13.459585844824161,2.28147367245533,0.009431984409197052,1.0803806689790463,1.355509262922995,1.3122421234516706,11.654516374692784,5.538700345738974,19814953.688871395,28.127426158560997,181.9629130403952,31.8882520217575,6.0
2049,H,2025-12-07,17:30,4645771.0,H,Espanyol,714.0,Manolo González,4-2-3-1,25200000.0,27.794163399912886,181.72727272727272,33.0,1,13.0,3.8,4.2,13.6,2.4,0.0,1.0064199999999999,0.9975799999999998,0.9975799999999999,11.952225783475782,5.0,16400000.0,27.979092775807356,182.07272727272726,35.2,11.83987364772311,3.763989598888784,4.104667905407404,13.973057229882775,2.18764911497022,0.006287989606131368,1.1476204459860309,1.10342050861533,1.0745757489677803,12.399307212758153,3.6924668971593158,20276635.79258093,27.88226684895086,181.97527536026345,32.25883468117166,6.0
2056,A,2025-12-13,20:00,4645784.0,D,Espanyol,714.0,Manolo González,4-4-2 double 6,25200000.0,28.75539792172236,183.0909090909091,27.0,0,11.6,2.8,4.6,14.6,2.4,0.2,1.15176,0.9728659999999998,0.8242100000000001,10.792437423687424,4.4,20400000.0,28.018368489826393,181.94545454545454,29.2,10.893249098482073,3.1759930659258564,4.736445270271603,15.648704819921852,2.7917660766468138,0.3375253264040876,1.6122469639906871,1.2622303390768865,0.9952404993118535,10.790014332314959,4.128311264772877,21917757.195053954,27.852899032604867,181.8926078159332,32.50588978744778,5.0
2070,A,2025-12-22,20:00,4645846.0,D,Espanyol,714.0,Manolo González,4-2-3-1,25200000.0,27.835231161719868,181.72727272727272,33.0,0,9.2,3.2,4.2,15.6,2.2,0.2,1.4029599999999998,0.9152439999999998,0.7665879999999999,10.256326312576311,3.0,24400000.0,28.112899010640284,182.2181818181818,29.8,9.262166065654716,3.450662043950571,4.490963513514402,16.09913654661457,2.1945107177645427,0.22501688426939173,1.6848313093271248,1.0930602260512576,0.9150669995412356,9.59612066598775,3.418874176515251,23011838.130035967,28.153731995644034,182.2920415742585,30.670593191631852,5.0
2075,A,2026-01-03,20:00,4645852.0,D,Espanyol,714.0,Manolo González,4-2-3-1,25200000.0,27.868085371165453,181.72727272727272,33.0,1,8.4,3.6,4.2,15.6,2.6,0.2,1.4651399999999999,1.0018102,0.8531542,10.584833099906628,2.2,24400000.0,28.117379130110134,182.14545454545456,29.8,9.508110710436478,3.9671080293003804,4.327309009009602,13.732757697743047,2.1296738118430283,0.1500112561795945,1.3730208728847497,1.0317028173675051,0.9130406663608238,11.53466867928595,2.6125827843435006,23741225.420023978,28.047565051002646,182.10378529192988,31.447062127754567,5.0
2087,D,2026-01-11,15:15,4645835.0,D,Espanyol,714.0,Manolo González,4-4-2,25200000.0,28.881339057930436,181.63636363636363,23.0,0,9.6,4.0,4.4,14.0,2.0,0.2,1.4131999999999998,1.1278821999999997,0.9792262,12.516083099906629,2.4,24400000.0,27.928965216850223,182.05454545454546,31.8,11.005407140290984,4.978072019533587,4.551539339339734,12.488505131828697,1.7531158745620188,0.10000750411972965,1.1363472485898332,1.2866718782450033,1.2075637775738826,13.856445786190633,3.0750551895623333,24227483.61334932,27.987738491056916,181.97828110371083,31.964708085169708,5.0
2089,A,2026-01-16,20:00,4645879.0,A,Espanyol,714.0,Manolo González,4-2-3-1,25200000.0,27.90367743139817,181.72727272727272,33.0,1,11.6,4.2,4.4,12.8,1.8,0.2,1.4927199999999998,1.3258775999999999,1.1772216,11.577014999548208,3.6,25200000.0,28.2268433824902,181.98181818181817,29.8,13.670271426860657,4.318714679689058,4.034359559559823,11.325670087885797,1.5020772497080124,0.0666716694131531,1.317464832393222,1.3875212521633358,1.3347825183825883,12.302146653159348,4.0500367930415555,24551655.742232878,28.28560534668142,181.86430861459507,28.9764720567798,5.0
2103,H,2026-01-24,15:15,4645791.0,H,Espanyol,714.0,Manolo González,4-4-2,6200000.0,27.827266504884573,182.63636363636363,30.0,0,12.6,4.2,4.2,12.4,2.0,0.0,1.1542599999999998,1.2633835999999998,1.2633836,11.877014999548205,3.0,25200000.0,28.248746188787255,181.9818181818182,29.8,13.780180951240439,3.545809786459372,4.3562397063732154,13.217113391923865,2.6680514998053417,0.04444777960876873,1.1613765549288146,1.3474741681088904,1.3123150122550589,11.225240625915754,3.366691195361037,24767770.494821917,28.158296041587004,181.81862998548763,30.3176480378532,5.0
2109,A,2026-01-30,20:00,4645809.0,D,Espanyol,714.0,Manolo González,4-4-2,9000000.0,28.16700889801506,183.45454545454547,27.0,1,14.6,4.6,4.8,11.0,2.8,0.0,0.9111199999999998,1.4643216,1.4643216,11.780175919088437,4.2,21400000.0,28.0631199054197,181.8909090909091,30.4,14.520120634160293,4.363873190972915,5.237493137582144,12.144742261282579,3.4453676665368946,0.029631853072512485,0.9790177032858765,1.4847861120725936,1.4613466748367057,9.72487306095533,4.911127463574025,18578513.663214613,28.04795286268619,182.09120786911296,30.2117653585688,5.0
2127,H,2026-02-09,20:00,4645812.0,H,Espanyol,714.0,Manolo González,4-2-3-1,25200000.0,28.06745068757389,182.0909090909091,33.0,0,14.6,4.2,4.8,12.2,2.4,0.0,1.0086599999999997,1.5227159999999997,1.522716,10.426394406483393,4.4,18160000.0,28.129475452678737,182.23636363636362,29.2,13.013413756106862,3.909248793981943,4.824995425054762,13.096494840855053,2.296911777691263,0.019754568715008324,1.0650451355239177,1.3901774080483957,1.3745511165578037,9.364201088255934,3.940751642382683,15385675.77547641,28.087638207795816,182.54565373092382,29.14117690571253,6.0
2129,D,2026-02-14,13:00,4645884.0,A,Espanyol,714.0,Manolo González,4-2-3-1,28200000.0,27.764295936780538,182.63636363636363,65.0,1,13.6,3.2,5.4,12.4,2.8,0.0,1.0201999999999998,1.3123433999999998,1.3123434,9.209727739816728,4.6,18160000.0,28.16934851596043,182.3090909090909,29.2,11.675609170737909,3.2728325293212954,5.883330283369841,12.3976632272367,2.531274518460842,0.013169712476672216,0.9502634236826117,1.1750339386989304,1.164616411038536,10.381689614392846,4.2938344282551215,18657117.18365094,28.080909034388508,182.39407218425222,30.427451270475018,6.0
2143,H,2026-02-21,20:00,4645866.0,D,Espanyol,714.0,Manolo González,5-4-1,20000000.0,27.72123701076473,182.0,28.0,0,11.6,3.2,5.2,12.4,2.8,0.0,0.7516799999999998,1.2267233999999998,1.2267234,10.143745335124645,4.2,18760000.0,27.945939891730443,182.5090909090909,37.6,10.783739447158604,3.1818883528808635,4.5888868555798945,11.265108818157799,2.0208496789738946,0.008779808317781477,0.7458756157884078,1.1703959591326203,1.1634509406923572,11.542338530807351,4.195889618836747,21838078.12243396,27.97537133518585,182.47483600162272,41.95163418031668,6.0
2156,D,2026-03-01,13:00,4645826.0,D,Espanyol,714.0,Manolo González,4-2-3-1,25200000.0,28.456723290398852,181.9090909090909,28.0,0,10.4,3.2,4.8,11.0,2.0,0.0,0.6183799999999998,1.1814753999999996,1.1814754,12.72945962083893,4.4,17720000.0,27.909451807603762,182.56363636363636,36.6,9.855826298105736,2.787925568587242,4.05925790371993,10.843405878771867,1.680566452649263,0.005853205545187651,0.5581504105256052,1.127310639421747,1.1226806271282381,15.0282256872049,3.7972597458911648,21225385.414955974,27.890659893712144,182.31655733441517,37.301089453544456,7.0
2169,D,2026-03-09,20:00,4645955.0,D,Espanyol,714.0,Manolo González,4-2-3-1,28000000.0,27.398170617883146,182.1818181818182,29.0,1,9.0,2.8,3.6,13.6,2.2,0.2,0.6155199999999998,0.9965649999999998,0.996565,14.73917748917749,3.4,21520000.0,28.035343164706614,182.41818181818184,36.2,9.570550865403824,3.1919503790581616,3.03950526914662,14.895603919181246,3.1203776350995085,0.3372354703634584,0.5721002736837368,1.0298264262811647,1.0267397514188255,15.609726215712357,3.5315064972607764,22550256.943303984,28.079347692607712,182.1807351926404,34.20072630236297,7.0
2175,H,2026-03-15,13:00,4645920.0,A,Espanyol,714.0,Manolo González,4-2-3-1,24000000.0,27.979092775807352,183.0,57.0,0,12.6,4.0,4.4,14.4,2.8,0.2,0.7385199999999998,1.066557,1.066557,14.110606060606063,4.4,25320000.0,27.881575508680232,182.16363636363639,36.6,15.713700576935883,5.127966919372107,4.693003512764413,16.263735946120832,3.0802517567330057,0.22482364690897227,0.9987668491224913,1.2035242841874432,1.2014665009458836,12.239817477141571,4.687670998173851,24366837.962202657,27.852288667699526,182.181096189033,32.46715086824198,7.0
2182,A,2026-03-21,15:15,4645915.0,A,Espanyol,714.0,Manolo González,4-4-1-1,32000000.0,27.71999253313422,182.36363636363637,25.0,1,12.8,4.0,4.0,15.0,2.8,0.4,0.7437599999999998,1.1880935999999997,1.1880935999999997,15.368449197860963,4.0,25080000.0,27.863903926326923,182.34545454545454,41.4,13.809133717957257,4.085311279581405,5.1286690085096085,15.509157297413887,3.0535011711553373,0.48321576460598153,0.9148112327483275,1.2531595227916288,1.2517876672972557,14.395172435741438,4.125113998782568,24244558.641468436,27.894556703735464,182.45406412602202,40.644767245494656,8.0
2193,D,2026-04-04,17:30,4645904.0,D,Espanyol,714.0,Manolo González,4-4-1-1,32000000.0,26.706738846369237,181.9090909090909,35.0,0,14.0,4.4,6.0,16.0,3.0,0.4,0.84942,1.2582856,1.2582856,13.445721925133691,4.0,25840000.0,27.85504324559766,182.2909090909091,33.4,14.206089145304839,4.390207519720937,7.419112672339739,15.006104864942591,2.7023341141035586,0.32214384307065436,0.8983408218322184,1.3394663485277525,1.3385517781981704,11.01344829049429,4.083409332521712,26829705.760978956,27.836368646868383,182.42392153856017,35.42984483032977,11.0
2202,H,2026-04-11,17:30,4645942.0,H,Espanyol,714.0,Manolo González,4-2-3-1,32000000.0,28.584655590815757,181.72727272727272,28.0,0,14.0,4.2,6.0,17.6,3.4,0.4,0.8354799999999998,1.0788757999999998,1.0788758,14.588579067990832,3.6,28240000.0,27.65214361271856,182.27272727272728,34.8,12.137392763536559,3.2601383464806246,5.946075114893159,16.00406990996173,2.8015560760690392,0.2147625620471029,0.6365605478881456,0.9410078990185017,0.940398185465447,16.580394098424765,3.0556062216811415,28553137.17398597,27.459825380035337,182.25231132873708,35.28656322021985,10.0
2219,H,2026-04-23,19:00,4645938.0,D,Espanyol,714.0,Manolo González,4-4-2,20200000.0,29.197934167133347,181.45454545454547,32.0,0,14.2,3.8,6.8,16.6,3.4,0.2,0.7642599999999998,1.1381721999999999,1.1381722,14.337063916475682,4.0,29600000.0,27.677730072801943,182.23636363636365,34.8,11.424928509024374,2.8400922309870835,5.630716743262106,16.669379939974487,3.8677040507126925,0.14317504136473527,0.5056736985920971,1.0044519326790011,1.0040454569769646,16.225313237333683,3.7037374811207613,29702091.449323982,27.834768783628807,182.07729846158227,32.857708813479896,10.0
2229,D,2026-04-27,20:00,4645972.0,D,Espanyol,714.0,Manolo González,4-2-3-1,33200000.0,29.376392259349135,183.0909090909091,22.0,1,11.6,2.8,6.2,15.8,3.6,0.2,0.6197799999999998,1.1650581999999996,1.0164284000000001,14.482225206798262,4.0,28040000.0,28.037682782651984,182.0909090909091,35.4,12.61661900601625,3.2267281539913895,5.4204778288414035,16.112919959982992,3.9118027004751283,0.09545002757649018,0.7136824657280648,1.231417955119334,0.983430637984643,12.89214430876009,4.802491654080508,26534727.632882655,28.289157244796986,181.86971412590333,32.57180587565326,13.0
2236,A,2026-05-03,20:00,4646004.0,D,Espanyol,714.0,Manolo González,4-2-3-1,24000000.0,27.341920228983884,182.63636363636363,29.0,1,11.4,3.0,5.8,15.4,3.6,0.2,0.6331199999999997,1.0652171999999998,0.9165874,12.516048736210028,4.4,29880000.0,28.31714267936034,182.1090909090909,28.4,11.411079337344168,3.1511521026609266,4.946985219227602,14.741946639988662,3.607868466983419,0.3969666850509935,0.7469883104853765,1.1053536367462227,0.9400287586564287,11.553096205840058,4.8683277693870055,28756485.088588435,28.65156891631437,182.2767791142386,29.04787058376884,10.0
2244,H,2026-05-09,15:15,4407753.0,D,Espanyol,714.0,Manolo González,4-4-2,30500000.0,26.168377823408626,182.45454545454547,89.0,0,11.8,2.6,4.4,16.4,3.8,0.2,0.6697799999999998,0.9808151999999998,0.8321854,16.13973294673634,4.8,28280000.0,28.24152821853027,182.16363636363636,29.2,13.27405289156278,3.1007680684406176,4.964656812818402,16.16129775999244,3.4052456446556127,0.26464445670066233,0.8475588736569177,1.1002590911641486,0.9900425057709524,15.158204488103898,5.245551846258004,27170990.059058953,28.215019353870876,182.3966406216136,29.03191372251256,13.0
9,H,2019-08-18,21:00,3208621.0,H,Getafe,3709.0,Pepe Bordalás,4-4-2 double 6,95000000.0,28.920166760002488,182.45454545454547,195.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D,2019-08-24,20:00,3208642.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2,107000000.0,28.023893970505878,182.0909090909091,237.0,1,6.0,0.0,4.0,22.0,4.0,1.0,0.0974,0.333556,0.333556,11.571428571428571,2.0,95000000.0,28.920166760002488,182.45454545454547,195.0,6.0,0.0,4.0,22.0,4.0,1.0,0.0974,0.333556,0.333556,11.571428571428571,2.0,95000000.0,28.920166760002488,182.45454545454547,195.0,16.0
25,D,2019-08-31,18:00,3208653.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2,94500000.0,29.010266940451743,182.54545454545453,195.0,1,6.0,1.0,4.0,18.5,3.0,0.5,0.5377,0.2996835,0.2996835,9.285714285714285,3.0,101000000.0,28.472030365254184,182.27272727272728,216.0,6.0,1.2,4.0,17.8,2.8000000000000003,0.4,0.62576,0.29290900000000003,0.29290900000000003,8.82857142857143,3.2,102200000.0,28.38240308630452,182.23636363636365,220.2,15.0
39,D,2019-09-15,20:00,3208661.0,A,Getafe,3709.0,Pepe Bordalás,4-4-2,108500000.0,28.032854209445585,182.8181818181818,204.0,0,9.0,1.0,4.0,16.0,3.0,0.3333333333333333,0.7393666666666666,0.5238336666666666,0.5238336666666666,8.051587301587302,4.333333333333333,98833333.33333333,28.651442556986705,182.36363636363637,209.0,10.26315789473684,1.105263157894737,4.0,14.578947368421051,2.8947368421052633,0.2105263157894737,0.8706263157894736,0.6146471578947368,0.6146471578947368,7.291353383458646,5.0,98552631.57894737,28.679812280374254,182.38277511961724,208.26315789473682,17.0
46,H,2019-09-22,11:00,3208672.0,H,Getafe,3709.0,Pepe Bordalás,4-4-2,133000000.0,28.052019164955507,182.8181818181818,204.0,1,9.75,1.75,4.5,19.0,3.75,0.25,0.9959499999999999,0.76660525,0.5807862500000001,7.577152014652015,5.25,101250000.0,28.496795470101425,182.47727272727272,207.75,10.984615384615385,2.3076923076923075,4.8307692307692305,20.15384615384615,4.184615384615385,0.12307692307692311,1.2424261538461536,0.9802989538461537,0.6715535384615384,6.8188503803888425,6.246153846153846,102684615.38461539,28.411075850911576,182.56363636363636,206.4923076923077,18.0
55,D,2019-09-25,19:00,3208687.0,H,Getafe,3709.0,Pepe Bordalás,4-4-2,133000000.0,28.060232717316907,182.8181818181818,204.0,0,10.6,2.4,5.0,18.2,3.8,0.2,1.33466,1.1551862,0.857877,7.431721611721612,6.8,107600000.0,28.40784020907224,182.54545454545456,207.0,12.14218009478673,3.341232227488151,5.6635071090047395,18.175355450236964,4.113744075829383,0.07582938388625594,1.797937914691943,1.644119308056872,1.168565876777251,6.830808291234831,8.838862559241706,114322274.88151658,28.273238924075358,182.66135286514432,205.53554502369667,11.0
62,A,2019-09-28,15:00,3208697.0,A,Getafe,3709.0,Pepe Bordalás,4-4-2,126500000.0,27.709787816563995,180.72727272727272,204.0,1,13.0,3.4,5.2,19.0,3.8,0.0,1.72732,1.619559,1.3222497999999998,6.564804318488529,8.0,115200000.0,28.235853400535127,182.6181818181818,208.8,14.282706766917293,3.9473684210526314,5.421052631578948,21.034586466165415,4.07218045112782,0.048120300751879716,1.8939547368421055,2.013662267669173,1.7118824962406012,6.979178542075258,8.53233082706767,121147368.42105263,28.195403573335057,182.71866028708135,204.97443609022557,10.0
78,A,2019-10-06,17:30,3208710.0,H,Getafe,3709.0,Pepe Bordalás,4-4-2,117000000.0,28.741459772260598,183.1818181818182,243.0,0,13.4,3.2,5.2,20.6,4.2,0.0,1.7624399999999998,1.7825568,1.4852476,6.758921965547353,8.6,119100000.0,28.173032169746744,182.34545454545454,202.2,12.058280718795533,2.9038368139873727,4.917921321029627,21.730451675570666,4.046624575036426,0.03108305002428365,1.6318281690140848,1.683377375424964,1.4884443516270032,7.3301924645408,7.989800874210783,123042496.35745509,28.02346870850451,182.01359883438565,204.62943176299174,16.0
83,H,2019-10-19,17:30,3208718.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2,130500000.0,28.034347582602205,183.36363636363637,204.0,1,13.0,3.8,6.0,21.4,4.4,0.0,1.8142599999999998,1.7619159999999998,1.4646067999999999,6.883921965547353,7.8,123600000.0,28.11927073610852,182.47272727272724,211.8,12.384932593180016,3.28406026962728,5.986994448850119,19.395876288659796,4.030452022204599,0.020301348136399697,1.5520388580491675,1.4008719971451231,1.2735549167327518,6.941055918949883,6.2590007930214115,120946550.35685965,28.272516520785963,182.41881623531108,217.93893735130848,12.0
94,H,2019-10-27,17:30,3208730.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2 double 6,107300000.0,28.435069379627905,184.0909090909091,114.0,0,11.6,3.4,5.2,19.2,3.4,0.0,1.8754199999999996,1.671632,1.522978,6.492041623667011,6.4,128000000.0,28.119569410739842,182.5818181818182,211.8,9.857545250638989,2.8446090449115853,4.622502738511294,18.57592196546868,2.993323248656826,0.013353502686349184,1.7298169892024415,1.2785665528141466,1.1948219185227689,6.001067504979294,4.4591831412028595,124216081.58155549,28.19100661502082,182.74216738350066,213.1685358092953,9.0
106,H,2019-10-31,20:15,3208747.0,H,Getafe,3709.0,Pepe Bordalás,4-4-2,135000000.0,27.70331653288532,181.27272727272728,204.0,1,10.6,3.2,3.8,19.8,3.2,0.0,1.39236,1.255034,1.255034,6.657176758802146,4.6,122860000.0,28.196179453674326,182.83636363636361,193.8,9.566652305040932,3.236535975872469,3.054476518741922,18.380560103403706,2.995588108573891,0.00882378285221888,1.2360486273158124,1.0573820237483846,1.002044897199483,6.569121147785273,4.303420939250324,118477878.50064626,28.27379657444799,183.19968195527005,179.52899612236104,11.0
113,A,2019-11-03,17:30,3208752.0,A,Getafe,3709.0,Pepe Bordalás,4-4-2 double 6,104300000.0,28.83056437060544,182.63636363636363,145.0,0,8.6,2.8,3.2,19.0,3.4,0.0,1.1087999999999998,0.94941,0.94941,6.718141671082847,3.4,123260000.0,28.124796216788006,182.52727272727276,193.8,9.038326889359736,3.1567684567016374,2.698873208870411,19.601151348665613,3.671540100171903,0.005848120206283308,1.0360198818953852,1.0809606083187226,1.0442849360647406,6.8970946961460715,3.5266335044746118,124049667.9021582,28.08141240335487,182.54985101934543,187.78140366307062,9.0
125,D,2019-11-10,17:30,3208768.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2,135500000.0,27.614709725592682,182.54545454545453,205.0,1,8.8,3.6,3.2,18.2,3.2,0.0,1.1811599999999998,0.8111602,0.8111602,6.586524024024024,3.0,118820000.0,28.348951527596295,182.9090909090909,182.0,9.025452028558156,3.7759512273748683,3.135950848116509,19.39921114261063,3.4459547355147016,0.0038836056092311525,1.197054403474007,0.8487006307237199,0.8243451384520571,7.036638644342816,4.021570319240725,117415311.98740862,28.333069332959848,182.57891254560798,173.41017170922262,7.0
135,D,2019-11-24,11:00,3208774.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2,133500000.0,26.907597535934293,180.9090909090909,221.0,0,9.0,3.8,3.4,18.2,2.8,0.0,1.38822,0.8506522000000001,0.8506522000000001,6.270783283283284,2.8,122520000.0,28.12360151826271,182.78181818181818,174.4,10.692198815860733,4.186074794578758,5.100729384899482,17.92523379216471,2.961480483011807,0.0025823844310463666,1.6125377852775087,0.9216385255744955,0.9054434608894222,6.230158424368432,3.3442332316813683,123474675.73611511,28.092379410060154,182.5677022779444,183.99449919332008,7.0
147,H,2019-12-01,17:30,3208787.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2 double 6,85800000.0,29.29973243730944,183.0909090909091,101.0,1,10.2,3.8,3.6,17.2,3.4,0.0,1.16698,0.7965978,0.7965977999999999,6.954971317471317,3.0,123120000.0,27.89825150892913,182.29090909090908,177.8,10.795151874979675,3.454878492673476,4.39807933772292,15.943367001742342,3.308843543123641,0.001718630843675296,1.3960502816376923,0.8719983084451448,0.8612201542135512,6.693487616345392,2.894615327325538,126827937.04507525,27.696094650236937,182.01293146122245,196.37206532559475,7.0
154,A,2019-12-08,11:00,3208794.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2,129000000.0,26.365254184556033,182.45454545454547,240.0,0,11.0,4.8,4.8,18.0,3.2,0.0,1.6296399999999998,1.0827458,0.9341158,6.753169515669515,3.2,118820000.0,28.07118412046544,182.0909090909091,175.2,11.531783464801508,5.307483044136411,4.933275096029733,17.966865647225138,2.8715637645038234,0.0011444426461631883,1.79410921833743,1.2679898483145489,1.0125289737780556,6.684526836426735,3.5980165462210163,113120655.28282452,28.23186409357612,182.37307979349868,164.50861164452232,7.0
167,H,2019-12-15,11:00,3208807.0,H,Getafe,3709.0,Pepe Bordalás,4-4-2,129000000.0,27.78993217596914,181.63636363636363,221.0,1,10.6,4.8,6.0,16.6,2.4,0.0,1.9062999999999999,1.0400721999999998,0.8914421999999999,6.404836182336181,3.2,117620000.0,27.80357165079958,182.32727272727274,182.4,9.685044095457117,4.537149243325889,5.957075404040163,16.97640251193633,2.246757947692694,0.000762380097244877,1.8715907731534156,1.1497906144384804,0.9796132036050659,6.3892349938474435,3.0645321668074064,118421840.91946279,27.608712079740123,182.4002764190467,189.71077651767862,4.0
173,H,2019-12-21,17:30,3208820.0,D,Getafe,3709.0,Pepe Bordalás,4-4-2,130500000.0,28.66778669653413,182.0,204.0,0,10.2,4.4,6.0,18.4,2.4,0.0,2.1065799999999997,1.3382919999999998,1.1896619999999998,6.137073024441445,4.0,122560000.0,27.595445211872317,182.1272727272727,197.6,8.7891200706158,4.024245585917663,5.304054146075643,20.654668297755855,2.4980937273637562,0.0005079952078725995,2.086879024232486,1.3936579250026495,1.2802639506531677,6.250577334202697,5.0450315706821,121951476.3823892,27.669180151110094,182.14538011546375,200.15111419551047,4.0
183,A,2020-01-04,15:00,3208826.0,A,Getafe,3709.0,Pepe Bordalás,4-4-2,133000000.0,28.420135648061727,181.36363636363637,255.0,1,8.8,3.4,5.2,19.0,3.0,0.2,1.6523599999999998,1.2542806,1.1056506,7.603147098515519,3.6,121560000.0,27.806060606060605,182.0181818181818,197.4,8.192342910753997,2.6819221215546842,5.202634139269295,19.769179708628005,3.332627163183064,0.3338975813629949,1.4461524752731338,1.144380946021853,1.0688105560528396,8.155006834997671,3.3622157208053984,124802913.64996922,28.00227438429504,182.09688726479837,201.43494482083292,6.0
190,A,2020-01-17,20:00,3208836.0,A,Getafe,3709.0,Pepe Bordalás,4-4-2,129000000.0,28.070437433887125,183.45454545454547,239.0,0,9.6,3.8,6.0,20.6,2.8,0.2,1.6163399999999997,1.352889,1.204259,7.725231465761178,3.8,121460000.0,28.108568228486092,182.1090909090909,204.2,10.462586031259312,3.1214796957100748,5.802026474526731,19.846154528553658,3.221701404289825,0.22254815863132496,1.2257355549878635,1.185028966718418,1.1346600749582485,8.178617357744043,3.2414226582998946,127536508.8722877,28.1416243320018,181.85235999320636,219.29802112238332,7.0
